% f evaluations | g evaluations | best noise-free fitness - Fopt (1.026100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
157 0 +2.215127456e+01 -1.816087254e+02 -1.816087254e+02 -1.8305e+00 -3.0822e-01 -3.1077e-01
252 0 +1.892795576e+01 -1.848320442e+02 -1.848320442e+02 +6.3789e-01 +7.6833e-01 +2.7075e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.399000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.791306671e+01 +8.190306671e+01 +8.190306671e+01 +2.4559e-01 +4.6718e-01 -1.1667e+00
3 0 +1.718179915e+01 +5.117179915e+01 +5.117179915e+01 -4.5114e-01 +3.9024e-01 -1.1165e+00
26 0 +1.512479771e+01 +4.911479771e+01 +4.911479771e+01 +7.7433e-01 +3.9246e+00 -3.5129e+00
210 0 +1.450639662e+01 +4.849639662e+01 +4.849639662e+01 -1.4196e-01 +1.8320e+00 -1.2139e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.305920376e+01 -9.569407962e+02 -9.569407962e+02 -3.6213e-01 +7.3552e-01 +7.6389e-01
3 0 +1.785658922e+01 -9.821434108e+02 -9.821434108e+02 -1.2823e-01 +7.3562e-01 -1.2426e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.198863762e+01 -9.580113624e+02 -9.580113624e+02 +1.3735e-01 -3.1956e-01 +1.2399e+00
5 0 +3.866814760e+01 -9.613318524e+02 -9.613318524e+02 +5.8416e-01 +1.4505e+00 +2.1889e+00
7 0 +3.401683016e+01 -9.659831698e+02 -9.659831698e+02 -2.1592e+00 -6.6987e-01 -1.0897e+00
9 0 +3.341296149e+01 -9.665870385e+02 -9.665870385e+02 +5.8286e-01 +1.6744e+00 -7.5076e-01
26 0 +2.968457713e+01 -9.703154229e+02 -9.703154229e+02 +2.4136e+00 +1.2811e+00 +1.2506e+00
49 0 +1.768996718e+01 -9.823100328e+02 -9.823100328e+02 -2.9251e+00 -4.6706e+00 -3.4082e+00
62 0 +9.344149009e+00 -9.906558510e+02 -9.906558510e+02 +7.4519e-01 +1.4193e+00 +1.3963e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.272000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.065944182e+01 +1.793944182e+01 +1.793944182e+01 +9.5104e-01 +2.1273e+00 +1.3508e+00
17 0 +2.315560364e+01 +1.043560364e+01 +1.043560364e+01 +2.9697e-01 -3.8065e+00 -3.2489e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.954000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.032246531e+01 -1.921753469e+01 -1.921753469e+01 +1.6397e-01 -1.8850e-01 +1.3922e+00
3 0 +2.855820202e+01 -3.098179798e+01 -3.098179798e+01 +1.1281e+00 -1.6461e+00 -1.9733e+00
5 0 +2.119359039e+01 -3.834640961e+01 -3.834640961e+01 +3.7311e-01 -4.5937e-01 +1.1680e+00
24 0 +2.057340052e+01 -3.896659948e+01 -3.896659948e+01 +1.6967e+00 +1.3530e+00 -4.6071e+00
260 0 +1.694472461e+01 -4.259527539e+01 -4.259527539e+01 +1.6122e+00 +1.8838e+00 -2.3634e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.131634081e+01 -9.586836592e+02 -9.586836592e+02 +2.2716e-01 +1.0611e+00 -1.2383e+00
7 0 +3.402379334e+01 -9.659762067e+02 -9.659762067e+02 +2.3348e-01 +1.7642e-01 -1.4124e+00
29 0 +2.802331885e+01 -9.719766812e+02 -9.719766812e+02 -2.0758e+00 -8.6923e-01 +1.7746e+00
48 0 +1.934155916e+01 -9.806584408e+02 -9.806584408e+02 +1.5687e+00 +2.2669e+00 -1.2005e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (4.303000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.144647263e+01 +1.044764726e+02 +1.044764726e+02 +1.4056e+00 -1.0439e+00 +1.0149e-01
2 0 +5.235446780e+01 +9.538446780e+01 +9.538446780e+01 -3.1636e+00 -1.6321e+00 -1.2350e-01
3 0 +4.819699043e+01 +9.122699043e+01 +9.122699043e+01 -3.9636e+00 -1.4102e+00 -1.4638e+00
5 0 +3.661967682e+01 +7.964967682e+01 +7.964967682e+01 +5.6918e-01 +1.3105e+00 +1.2414e+00
12 0 +2.551831943e+01 +6.854831943e+01 +6.854831943e+01 +3.3314e-01 +2.2632e+00 +4.2209e+00
42 0 +2.239738750e+01 +6.542738750e+01 +6.542738750e+01 +2.1462e+00 +6.0322e-01 +2.0099e+00
53 0 +9.531684885e+00 +5.256168489e+01 +5.256168489e+01 +7.6598e-01 +1.1609e+00 +1.3909e+00
