% f evaluations | g evaluations | best noise-free fitness - Fopt (7.135000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.604831017e+02 +2.318331017e+02 +2.318331017e+02 -1.2667e-01 +2.7236e-01
2 0 +6.188677311e+01 +1.332367731e+02 +1.332367731e+02 -1.9449e-01 -6.4590e-01
6 0 +1.109005921e+01 +8.244005921e+01 +8.244005921e+01 +3.6578e-01 -1.5273e-01
39 0 +7.154897425e+00 +7.850489743e+01 +7.850489743e+01 +1.8142e+00 -3.1919e+00
107 0 +5.400157861e+00 +7.675015786e+01 +7.675015786e+01 +1.2678e+00 +8.4995e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.552200000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.681134148e+02 -1.871065852e+02 -1.871065852e+02 +1.1299e+00 -6.1751e-01
2 0 +7.904226340e+01 -2.761777366e+02 -2.761777366e+02 -1.1858e+00 -9.3996e-01
4 0 +1.363872781e+01 -3.415812722e+02 -3.415812722e+02 +2.9333e-01 +2.1334e+00
34 0 +1.107926961e+01 -3.441407304e+02 -3.441407304e+02 +6.7725e-01 -3.0550e+00
161 0 +1.935320156e+00 -3.532846798e+02 -3.532846798e+02 +2.3073e+00 +1.6796e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (9.917000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.148886065e+01 +1.206588607e+02 +1.206588607e+02 +4.1068e-01 -4.0435e-01
7 0 +1.075518689e+01 +1.099251869e+02 +1.099251869e+02 -2.4049e+00 +2.4013e+00
160 0 +4.799428313e+00 +1.039694283e+02 +1.039694283e+02 +8.3849e-01 +1.2098e+00
164 0 +3.610209341e+00 +1.027802093e+02 +1.027802093e+02 +1.8735e-01 +1.7766e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.179100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.024336690e+01 -4.276666331e+02 -4.276666331e+02 +3.6798e-01 -9.2507e-02
3 0 +8.250300834e+01 -4.354069917e+02 -4.354069917e+02 +2.3062e+00 +2.6498e+00
4 0 +7.382858185e+01 -4.440814182e+02 -4.440814182e+02 -2.6867e+00 -1.3015e+00
7 0 +5.262432877e+01 -4.652856712e+02 -4.652856712e+02 -1.2456e+00 +1.6137e+00
8 0 +3.367557022e+01 -4.842344298e+02 -4.842344298e+02 +6.2155e-01 -6.4204e-01
12 0 +1.548940879e+01 -5.024205912e+02 -5.024205912e+02 +4.7137e-01 -6.8800e-01
29 0 +1.065825760e+01 -5.072517424e+02 -5.072517424e+02 +4.2727e+00 +3.8714e-01
39 0 +7.723877187e+00 -5.101861228e+02 -5.101861228e+02 +2.8968e-02 +3.2319e+00
107 0 +2.526997075e+00 -5.153830029e+02 -5.153830029e+02 +2.7514e+00 -3.1508e-02
162 0 +2.185426822e+00 -5.157245732e+02 -5.157245732e+02 +2.7514e+00 -1.6353e-02
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.721000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.503552251e+00 -5.470644775e+01 -5.470644775e+01 +9.2125e-01 +1.6272e-01
18 0 +7.552554916e-01 -5.645474451e+01 -5.645474451e+01 -3.1345e+00 -2.9341e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (6.626000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.085728978e+02 +1.748328978e+02 +1.748328978e+02 -1.8242e-01 +3.0163e-01
7 0 +6.344751129e+01 +1.297075113e+02 +1.297075113e+02 -2.5958e+00 -3.4457e-01
10 0 +2.930480075e+01 +9.556480075e+01 +9.556480075e+01 +2.1835e+00 -3.4543e+00
17 0 +2.020245631e+01 +8.646245631e+01 +8.646245631e+01 -1.2794e+00 -3.5550e+00
27 0 +1.312596489e+01 +7.938596489e+01 +7.938596489e+01 -3.0280e+00 -3.3069e+00
102 0 +8.717741706e+00 +7.497774171e+01 +7.497774171e+01 -4.3986e-01 +5.1049e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.386200000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.022459027e+01 -4.839540973e+01 -4.839540973e+01 -7.2312e-01 -9.3962e-01
3 0 +8.451705470e+01 -5.410294530e+01 -5.410294530e+01 -4.6773e+00 -5.5408e-01
5 0 +7.185481210e+01 -6.676518790e+01 -6.676518790e+01 -6.6925e-01 -8.7679e-01
6 0 +3.400351785e+01 -1.046164822e+02 -1.046164822e+02 +4.0451e-01 -6.9991e-01
8 0 +2.573504690e+01 -1.128849531e+02 -1.128849531e+02 +5.8320e-01 -1.0668e+00
19 0 +2.112678685e+01 -1.174932131e+02 -1.174932131e+02 -9.5764e-01 -1.8380e+00
34 0 +1.470061414e+01 -1.239193859e+02 -1.239193859e+02 -3.3018e+00 +3.6790e+00
49 0 +1.264267065e+00 -1.373557329e+02 -1.373557329e+02 +2.0647e+00 -4.1861e+00
